Country,Short Names,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
CAN,meat_consumption_per_capita_1,25.002,24.456,23.83,22.805,23.226,23.309,23.048,23.106,23.379,23.8,23.411,22.5,22.415,23.655,22.711,21.994,21.711,22.146,21.473,20.434,20.305,19.804,20.012,19.813,19.177,17.633,18.316,18.273,18.422,17.623,17.578,17.394,17.188,16.994,16.837,16.646,16.461,16.315,16.165,16.021
CHE,meat_consumption_per_capita_1,18.356,18.579,18.377,17.58,15.98,15.829,16.051,15.999,15.704,15.542,14.682,14.538,14.781,14.504,14.433,14.545,14.848,14.651,15.285,15.121,15.469,15.618,15.21,14.34,14.192,13.84,13.954,13.415,13.305,13.171,13.107,13.01,12.929,12.845,12.761,12.685,12.608,12.571,12.538,12.506
CHL,meat_consumption_per_capita_1,12.969,12.568,12.103,13.6,14.557,15.833,16.445,17.479,16.421,15.401,15.658,14.054,14.699,15.894,16.402,17.445,15.129,16.218,15.115,15.154,15.412,14.162,14.675,17.161,17.602,17.441,18.855,17.548,18.67,20.118,20.262,20.461,20.666,20.859,21.037,21.201,21.358,21.509,21.669,21.831
CHN,meat_consumption_per_capita_1,0.639,0.75,1.001,1.256,1.523,1.954,1.944,2.402,2.601,2.739,2.685,2.716,2.782,2.864,2.928,2.934,2.953,3.127,3.126,3.193,3.187,3.073,3.106,3.23,3.222,3.329,3.383,3.523,3.617,4.086,4.186,4.143,4.095,4.047,4.003,3.962,3.973,3.978,3.986,3.993
COL,meat_consumption_per_capita_1,15.011,13.559,11.556,11.627,12.319,13.129,13.461,13.855,13.656,12.602,12.984,11.866,11.36,10.6,11.548,12.659,12.852,12.24,11.91,10.891,11.681,12.32,12.633,12.112,12.17,12.277,11.335,10.49,10.624,8.53,8.62,8.717,8.81,8.906,9.003,9.103,9.203,9.303,9.406,9.51
EGY,meat_consumption_per_capita_1,4.907,5.562,5.441,6.053,6.229,5.983,6.18,6.745,6.797,7.039,7.7,6.431,7.868,7.333,7.464,8.261,9.121,9.289,8.393,8.549,9.283,8.694,9.296,8.951,9.179,9.117,8.881,8.176,7.721,7.819,7.8,7.84,7.863,7.887,7.914,7.946,7.965,7.986,8.006,8.027
ETH,meat_consumption_per_capita_1,0.0,0.0,0.0,3.008,2.904,2.87,3.159,3.099,3.054,3.141,3.093,3.102,3.5,3.264,3.152,3.196,3.32,3.137,3.198,2.907,3.345,3.186,2.557,2.513,2.738,2.74,2.654,2.611,2.539,2.497,2.486,2.484,2.479,2.473,2.467,2.463,2.457,2.451,2.446,2.441
GBR,meat_consumption_per_capita_1,12.722,12.987,12.632,10.463,10.359,10.688,9.391,10.326,10.039,10.181,10.602,10.654,11.599,11.749,12.088,12.046,12.308,12.421,11.949,11.389,11.864,11.616,11.281,11.024,11.349,11.633,11.697,11.706,11.735,11.408,11.329,11.362,11.341,11.245,11.185,11.144,11.085,11.032,11.055,11.031
IDN,meat_consumption_per_capita_1,1.18,1.188,1.292,1.475,1.413,1.314,1.46,1.492,1.364,1.289,1.398,1.32,1.249,1.338,1.579,1.312,1.443,1.303,1.454,1.557,1.702,1.721,1.662,1.682,1.732,1.658,1.888,1.89,2.034,2.159,2.178,2.203,2.226,2.25,2.274,2.301,2.327,2.355,2.384,2.414
IND,meat_consumption_per_capita_1,1.65,1.623,1.616,1.576,1.542,1.488,1.468,1.435,1.427,1.396,1.299,1.31,1.257,1.18,1.156,1.089,1.064,1.071,1.066,1.094,0.936,0.752,0.67,0.457,0.348,0.449,0.469,0.427,0.563,0.532,0.532,0.536,0.538,0.541,0.542,0.546,0.548,0.55,0.552,0.552
IRN,meat_consumption_per_capita_1,4.302,3.56,3.436,3.858,3.708,3.57,4.388,4.317,4.265,3.523,3.291,3.558,3.867,3.809,4.214,3.954,4.726,4.961,4.426,4.45,5.647,5.192,4.561,4.496,4.784,5.007,5.274,5.459,5.65,5.711,5.77,5.852,5.926,6.0,6.075,6.152,6.223,6.295,6.366,6.439
ISR,meat_consumption_per_capita_1,9.966,12.32,10.094,10.652,13.894,12.343,13.616,14.431,13.659,13.468,16.532,15.167,17.774,18.342,8.98,16.87,21.967,19.333,23.448,17.855,18.893,19.583,18.165,23.298,18.672,18.7,20.296,20.909,22.851,23.16,23.214,23.295,23.378,23.467,23.563,23.665,23.768,23.876,23.988,24.105
JPN,meat_consumption_per_capita_1,6.0,6.401,6.65,7.286,8.003,8.408,7.966,8.073,8.186,8.174,8.618,7.03,7.128,6.98,6.962,6.234,6.188,6.38,6.386,6.492,6.707,6.722,6.731,6.727,6.689,6.292,6.873,7.001,7.356,7.541,7.643,7.657,7.673,7.598,7.605,7.619,7.626,7.637,7.652,7.666
KAZ,meat_consumption_per_capita_1,0.0,0.0,25.195,27.851,26.532,22.513,19.45,16.361,15.689,15.725,14.607,13.929,14.239,15.029,15.742,16.8,18.096,19.274,19.537,18.667,18.486,18.631,18.07,18.322,18.378,18.462,18.403,19.155,19.779,19.698,19.828,19.932,20.073,20.284,20.397,20.506,20.602,20.698,20.795,20.891
KOR,meat_consumption_per_capita_1,0.0,5.084,5.668,5.293,5.649,6.483,6.714,7.588,6.808,8.084,8.449,7.322,8.331,8.03,6.47,5.976,6.641,7.046,7.191,7.424,7.981,8.819,8.943,9.337,9.871,10.008,10.019,10.441,10.83,11.822,11.85,11.908,11.968,12.031,12.096,12.163,12.234,12.279,12.34,12.404
MEX,meat_consumption_per_capita_1,7.384,8.976,9.367,8.495,9.978,8.551,9.93,10.191,10.983,10.882,10.79,11.048,11.824,10.955,10.407,10.671,10.01,10.704,11.219,10.553,9.966,9.056,9.055,9.023,8.911,8.913,9.134,9.162,9.243,9.167,8.971,8.986,8.996,9.036,9.096,9.1,9.128,9.108,9.092,9.06
MYS,meat_consumption_per_capita_1,2.584,2.912,2.949,3.001,3.235,3.53,3.826,3.743,3.276,3.549,4.203,2.491,4.403,4.354,5.203,5.105,4.832,4.717,4.258,4.562,4.587,4.835,4.928,5.322,5.387,5.823,5.403,5.219,5.297,5.325,5.409,5.524,5.627,5.727,5.822,5.911,6.0,6.081,6.166,6.251
NGA,meat_consumption_per_capita_1,1.501,1.474,1.469,1.665,1.761,1.731,1.776,1.82,1.795,1.753,1.597,1.764,1.947,1.64,1.672,1.54,1.275,1.568,1.528,1.497,1.357,1.508,1.21,1.544,1.511,1.483,1.393,1.368,1.343,1.313,1.306,1.3,1.301,1.297,1.293,1.286,1.278,1.27,1.263,1.255
NOR,meat_consumption_per_capita_1,12.641,12.975,13.141,13.379,14.417,14.104,14.382,14.263,14.585,14.043,14.435,13.897,13.929,14.255,14.426,14.574,13.835,14.074,14.39,13.613,12.996,13.297,13.655,13.773,12.624,14.053,14.061,13.71,12.88,12.668,12.806,12.926,13.053,12.982,12.925,12.86,12.802,12.741,12.686,12.628
NZL,meat_consumption_per_capita_1,26.072,24.03,24.801,24.151,21.023,28.218,29.057,25.258,21.919,23.146,23.267,21.663,16.952,23.15,20.182,15.749,17.187,20.094,20.143,17.779,17.165,16.522,15.779,15.883,15.402,13.864,12.519,12.063,11.837,11.609,11.548,11.663,11.371,11.36,11.349,11.34,11.335,11.327,11.321,11.318
PAK,meat_consumption_per_capita_1,4.334,4.398,4.498,4.603,4.716,4.826,3.984,4.484,4.477,4.481,4.477,4.489,4.505,4.507,4.538,4.566,5.816,5.862,5.887,5.944,5.999,6.078,6.108,6.194,6.228,6.266,6.385,6.514,6.451,6.391,6.422,6.469,6.51,6.55,6.588,6.628,6.666,6.703,6.741,6.779
PER,meat_consumption_per_capita_1,3.96,3.755,3.533,3.413,3.185,3.388,3.419,3.625,3.638,3.816,3.602,3.554,3.652,3.758,3.846,4.029,4.165,4.16,4.097,4.077,4.22,4.328,4.449,4.568,4.563,4.506,4.368,4.229,4.242,4.21,4.143,4.169,4.163,4.176,4.192,4.203,4.233,4.223,4.233,4.238
PHL,meat_consumption_per_capita_1,1.567,1.538,1.6,1.686,1.855,2.118,2.345,2.693,2.635,3.17,3.371,3.149,3.257,3.195,3.388,3.061,3.01,3.362,3.339,3.053,3.185,3.039,2.93,2.853,3.07,3.011,3.136,3.162,3.161,3.152,3.129,3.152,3.17,3.189,3.204,3.225,3.244,3.264,3.282,3.301
PRY,meat_consumption_per_capita_1,14.26,28.434,31.769,29.731,29.124,29.971,28.547,27.789,26.481,30.244,23.977,22.475,27.416,22.708,13.325,8.634,9.424,10.172,10.299,10.061,9.298,18.672,7.965,9.305,11.714,9.808,11.692,14.143,12.718,12.05,12.034,12.095,12.147,12.186,12.191,12.19,12.175,12.159,12.149,12.138
RUS,meat_consumption_per_capita_1,0.0,0.0,20.201,18.901,17.954,15.605,15.142,15.255,14.003,11.95,10.265,11.224,11.962,12.219,12.085,12.703,12.042,13.3,14.317,12.955,12.642,13.383,13.91,12.193,11.912,10.778,10.024,9.842,9.996,10.07,10.034,10.02,10.029,10.041,10.053,10.073,10.084,10.097,10.114,10.13
SAU,meat_consumption_per_capita_1,3.017,3.452,3.532,1.987,2.097,3.611,2.457,2.318,2.887,2.064,2.852,1.737,2.717,2.692,3.264,2.995,3.764,4.018,4.017,4.023,4.384,4.189,4.48,4.265,4.085,4.35,4.001,3.715,3.679,3.83,3.868,3.917,3.969,4.021,4.073,4.125,4.178,4.231,4.286,4.342
THA,meat_consumption_per_capita_1,3.915,3.899,3.827,4.045,3.258,4.224,3.76,3.271,2.864,2.564,2.217,1.615,1.538,1.547,1.638,1.635,1.718,1.911,1.774,1.785,1.975,1.77,1.613,1.551,1.474,1.283,1.308,1.389,1.306,1.229,1.233,1.237,1.246,1.253,1.257,1.259,1.261,1.261,1.262,1.263
TUR,meat_consumption_per_capita_1,4.955,4.761,4.241,4.13,3.783,3.703,3.808,4.464,4.15,3.986,3.964,3.638,3.532,3.191,3.927,3.373,3.523,4.344,3.726,3.16,6.387,7.079,7.546,7.867,7.882,9.217,9.342,8.599,9.839,9.474,9.633,9.818,9.966,10.117,10.284,10.452,10.611,10.76,10.916,11.077
UKR,meat_consumption_per_capita_1,0.0,0.0,20.716,17.544,15.857,13.499,11.023,10.919,9.586,9.21,11.912,7.978,8.212,8.274,8.004,8.249,8.839,7.998,7.585,6.798,6.417,6.041,5.815,6.325,6.111,5.496,5.345,5.016,5.027,4.622,4.644,4.685,4.73,4.768,4.799,4.827,4.849,4.872,4.897,4.922
USA,meat_consumption_per_capita_1,30.673,30.46,30.359,29.718,30.772,30.956,31.05,30.316,30.658,30.972,31.067,30.378,31.038,29.803,30.33,30.049,30.171,29.903,28.71,28.037,27.257,26.262,26.083,25.595,24.627,24.599,25.308,25.939,26.057,26.324,26.195,26.081,25.342,25.318,25.309,25.394,25.58,25.712,25.945,25.969
VNM,meat_consumption_per_capita_1,1.686,1.661,1.702,1.648,1.664,1.675,1.61,1.485,1.457,1.577,1.622,1.678,1.711,1.736,1.878,2.199,2.506,3.316,4.199,4.966,4.643,6.394,6.545,8.328,10.075,9.75,9.63,10.584,8.935,8.145,8.254,8.422,8.575,8.727,8.88,9.041,9.185,9.333,9.479,9.628
ZAF,meat_consumption_per_capita_1,13.4,13.495,12.769,11.516,9.969,9.829,9.35,8.979,8.834,10.424,9.468,9.119,9.108,9.386,10.034,10.971,12.046,11.89,11.099,11.095,12.103,11.719,11.635,12.372,12.585,13.099,13.132,12.067,11.751,11.142,11.395,11.692,11.968,12.242,12.514,12.791,13.054,13.318,13.581,13.844
ARG,meat_consumption_per_capita_2,3.674,3.612,4.487,4.851,4.837,5.086,4.889,4.747,5.475,6.148,5.989,4.783,4.445,3.951,4.255,4.825,5.93,6.045,5.933,6.415,6.137,6.582,6.635,7.879,8.026,8.631,9.674,10.421,11.054,11.374,11.476,11.542,11.551,11.537,11.531,11.557,11.552,11.568,11.578,11.6
AUS,meat_consumption_per_capita_2,0.0,14.521,15.256,15.082,15.646,15.652,14.478,14.858,15.257,15.193,15.651,14.892,16.418,17.593,17.718,18.863,18.409,20.221,19.17,19.744,20.129,19.486,20.502,19.9,20.174,21.77,21.4,22.062,21.395,20.252,20.212,20.004,20.086,20.196,20.22,20.304,20.345,20.412,20.459,20.525
BRA,meat_consumption_per_capita_2,5.562,5.718,5.809,6.004,6.204,6.76,7.322,6.81,7.226,7.246,10.759,10.997,10.51,9.585,9.084,8.899,10.166,9.997,10.348,10.653,11.011,11.65,11.669,11.531,12.312,12.187,11.702,12.149,12.711,12.848,12.753,12.857,13.063,12.918,12.988,13.077,13.158,13.248,13.326,13.423
CAN,meat_consumption_per_capita_2,20.597,20.367,22.342,21.749,22.368,21.894,20.478,20.035,22.595,23.669,22.577,22.805,21.952,19.811,21.006,18.148,18.442,19.695,18.701,18.482,17.28,16.741,17.435,16.326,16.093,17.994,15.976,16.374,17.0,16.259,15.881,15.898,15.793,15.773,15.748,15.672,15.564,15.507,15.446,15.331
CHE,meat_consumption_per_capita_2,31.962,31.265,30.692,30.009,28.034,28.559,26.211,25.821,27.096,26.609,26.437,26.502,26.71,26.253,25.987,26.365,26.753,26.389,26.024,25.522,26.242,25.672,24.277,23.995,24.333,23.436,23.184,22.949,22.596,22.545,22.46,22.37,22.247,22.171,22.076,21.988,21.905,21.826,21.747,21.681
CHL,meat_consumption_per_capita_2,7.166,7.024,7.501,8.096,8.672,9.332,9.836,10.522,11.588,12.319,12.623,13.635,13.41,14.22,13.352,13.85,16.253,16.756,18.143,17.214,17.693,18.643,19.605,19.686,18.019,17.622,18.262,19.409,24.473,24.587,24.762,24.975,25.169,25.373,25.587,25.81,26.038,26.276,26.519,26.776
CHN,meat_consumption_per_capita_2,14.959,15.851,16.951,18.159,19.674,19.939,19.546,22.113,23.708,23.64,23.986,24.267,24.531,24.999,25.322,26.425,26.893,24.774,26.815,28.296,29.34,29.319,30.943,31.796,32.72,31.752,30.947,30.671,30.253,24.367,22.718,23.679,25.389,26.94,28.499,30.072,30.692,30.807,30.92,31.052
COL,meat_consumption_per_capita_2,3.047,2.989,2.97,2.911,2.884,2.896,2.719,2.173,1.638,2.223,2.13,1.976,2.127,2.344,2.409,2.36,2.711,3.259,3.154,3.102,3.521,3.995,6.1,5.018,5.454,5.983,6.66,7.204,8.072,8.98,8.994,9.198,9.345,9.508,9.688,9.871,10.071,10.232,10.408,10.594
EGY,meat_consumption_per_capita_2,0.033,0.033,0.038,0.037,0.035,0.034,0.034,0.035,0.095,0.035,0.035,0.033,0.03,0.028,0.033,0.022,0.029,0.038,0.021,0.008,0.004,0.007,0.008,0.007,0.005,0.005,0.006,0.021,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
ETH,meat_consumption_per_capita_2,0.0,0.0,0.0,0.017,0.016,0.017,0.017,0.017,0.017,0.018,0.017,0.018,0.017,0.018,0.017,0.017,0.018,0.017,0.016,0.015,0.016,0.016,0.016,0.017,0.02,0.016,0.016,0.015,0.015,0.015,0.014,0.014,0.014,0.014,0.014,0.014,0.013,0.013,0.013,0.013
GBR,meat_consumption_per_capita_2,17.971,17.975,17.823,17.736,18.151,17.365,17.709,17.589,18.048,17.543,17.113,17.563,17.694,18.369,17.967,18.083,17.843,18.416,17.123,16.909,16.638,16.416,16.045,15.667,16.036,16.383,17.06,16.626,16.834,16.046,15.816,15.905,15.914,15.91,15.913,15.881,15.809,15.76,15.711,15.672
IDN,meat_consumption_per_capita_2,2.351,2.429,2.435,2.544,2.657,2.268,2.341,2.438,2.358,2.057,1.529,1.525,1.666,1.761,0.678,0.607,0.678,0.773,0.697,0.653,0.683,0.716,0.73,0.931,0.933,1.015,1.033,1.02,1.019,1.011,1.008,1.021,1.03,1.036,1.043,1.048,1.052,1.054,1.056,1.06
IND,meat_consumption_per_capita_2,0.37,0.375,0.383,0.378,0.373,0.369,0.445,0.363,0.356,0.35,0.345,0.34,0.335,0.331,0.307,0.29,0.272,0.255,0.247,0.244,0.235,0.228,0.221,0.216,0.211,0.205,0.187,0.178,0.173,0.169,0.168,0.165,0.163,0.16,0.157,0.155,0.152,0.149,0.145,0.142
IRN,meat_consumption_per_capita_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISR,meat_consumption_per_capita_2,1.59,1.569,1.503,1.358,1.312,1.498,1.479,1.637,1.6,1.137,1.916,1.995,2.053,2.134,2.164,2.191,2.009,2.043,1.98,2.08,1.964,1.912,1.945,1.602,1.512,1.496,1.499,1.354,1.351,1.331,1.311,1.292,1.274,1.256,1.239,1.222,1.206,1.19,1.174,1.159
JPN,meat_consumption_per_capita_2,12.98,13.003,13.006,12.901,12.976,13.029,13.678,12.693,12.586,12.864,13.333,13.659,14.335,14.113,15.052,14.951,13.995,14.261,14.509,14.159,14.348,14.598,14.515,14.489,14.678,14.96,15.377,15.942,16.003,16.156,16.13,16.111,16.064,16.022,15.987,15.959,15.931,15.91,15.886,15.87
KAZ,meat_consumption_per_capita_2,0.0,0.0,10.469,9.373,7.543,5.297,5.344,4.219,4.184,5.008,4.471,6.091,6.016,5.771,6.233,6.234,6.434,6.513,7.15,6.684,6.585,7.053,6.934,6.583,6.147,5.561,5.249,5.283,4.809,4.703,4.664,4.65,4.624,4.599,4.578,4.559,4.542,4.527,4.512,4.499
KOR,meat_consumption_per_capita_2,0.0,9.938,13.314,13.41,13.829,14.384,15.35,15.126,14.906,17.096,15.956,16.564,17.013,20.876,19.283,18.856,22.715,23.956,24.179,23.472,24.309,23.378,24.173,25.31,25.668,27.92,29.098,29.536,30.604,31.229,31.565,31.647,31.697,31.762,31.834,31.917,32.004,32.102,32.199,32.31
MEX,meat_consumption_per_capita_2,7.339,7.895,7.832,7.635,8.21,8.045,7.768,8.001,8.461,8.667,9.228,9.416,9.696,9.989,10.234,10.079,10.275,10.292,10.191,11.085,10.989,10.332,11.169,11.663,11.733,12.527,12.84,13.305,14.05,14.401,14.42,14.494,14.532,14.571,14.617,14.667,14.716,14.768,14.817,14.875
MYS,meat_consumption_per_capita_2,10.059,9.992,10.489,10.685,11.224,10.922,10.418,10.251,9.427,5.818,5.822,6.654,6.805,6.158,6.315,6.447,6.555,5.923,5.711,5.852,6.835,6.187,6.018,5.909,5.913,6.154,5.493,5.384,5.43,5.314,5.263,5.237,5.195,5.155,5.119,5.086,5.055,5.026,4.998,4.974
NGA,meat_consumption_per_capita_2,0.875,0.853,0.876,0.888,0.9,0.966,0.974,0.981,0.987,1.021,1.004,1.028,1.167,1.059,1.073,1.086,1.102,1.115,1.129,1.143,1.152,1.166,1.162,1.156,1.117,1.147,1.153,1.137,1.119,1.087,1.079,1.082,1.072,1.072,1.064,1.061,1.054,1.05,1.044,1.039
NOR,meat_consumption_per_capita_2,15.388,15.758,16.045,16.691,17.187,17.998,19.023,17.953,18.775,17.403,18.018,18.983,18.083,18.669,19.254,19.81,19.387,20.813,20.377,20.013,20.417,20.799,20.419,19.859,20.004,20.966,21.109,20.862,20.974,21.03,21.102,21.082,21.033,21.007,20.965,20.938,20.904,20.879,20.847,20.825
NZL,meat_consumption_per_capita_2,10.972,10.554,10.968,11.593,13.053,12.425,12.508,11.86,12.507,13.388,13.382,12.548,12.959,13.784,14.847,15.039,16.012,16.083,16.066,15.913,14.81,15.978,16.108,15.894,16.365,17.787,17.451,18.574,18.934,18.938,19.063,19.116,19.151,19.196,19.242,19.293,19.344,19.397,19.447,19.506
PAK,meat_consumption_per_capita_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER,meat_consumption_per_capita_2,2.377,2.411,2.508,2.545,2.579,2.612,2.665,2.733,2.205,2.028,2.768,2.772,2.722,2.698,2.842,2.976,3.076,3.2,3.183,3.143,3.191,3.192,3.307,3.423,3.607,3.814,3.914,4.103,4.131,4.13,4.038,4.138,4.177,4.239,4.304,4.368,4.466,4.486,4.549,4.616
PHL,meat_consumption_per_capita_2,8.623,8.618,7.894,8.555,8.658,9.094,11.386,11.721,11.953,12.392,12.5,12.714,13.146,13.199,12.783,12.989,14.069,14.305,14.144,14.214,14.368,14.141,14.012,14.189,14.04,14.356,14.855,14.671,14.965,15.222,14.898,14.918,14.977,15.066,15.137,15.199,15.275,15.339,15.408,15.488
PRY,meat_consumption_per_capita_2,21.868,21.748,22.257,21.774,21.436,21.325,18.596,18.491,18.306,18.111,23.141,20.709,21.326,11.722,21.326,20.317,20.47,19.329,18.505,18.382,20.282,20.593,20.714,21.247,21.472,21.668,21.9,21.831,21.639,21.561,21.479,21.584,21.629,21.711,21.77,21.823,21.878,21.932,21.984,22.043
RUS,meat_consumption_per_capita_2,0.0,0.0,0.0,14.679,13.219,12.514,11.679,11.827,11.734,10.714,9.545,10.232,11.96,11.377,11.754,12.932,14.002,16.579,18.132,17.43,16.786,18.52,18.221,19.239,17.978,18.178,19.182,20.038,19.953,20.582,20.714,20.918,20.979,21.092,21.216,21.346,21.486,21.641,21.781,21.95
SAU,meat_consumption_per_capita_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.102,0.093,0.079,0.084,0.155,0.132,0.167,0.001,0.002,0.177,0.238,0.247,0.121,0.2,0.198,0.169,0.495,0.486,0.409,0.402,0.396,0.39,0.385,0.379,0.374,0.37,0.365,0.361,0.357
THA,meat_consumption_per_capita_2,4.632,5.456,5.837,6.116,6.461,6.373,6.609,6.799,5.872,5.634,8.493,8.443,9.384,10.302,10.364,10.686,11.558,11.673,10.31,9.975,10.209,9.929,10.619,10.774,10.528,10.372,10.148,9.972,9.899,9.863,9.873,9.969,10.031,10.075,10.124,10.152,10.18,10.187,10.206,10.23
TUR,meat_consumption_per_capita_2,0.006,0.005,0.004,0.003,0.005,0.005,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UKR,meat_consumption_per_capita_2,0.0,0.0,17.716,15.327,13.12,12.338,12.144,10.89,10.607,10.107,11.914,9.554,9.794,10.267,9.9,9.046,9.792,11.943,13.502,11.661,13.043,13.738,16.069,16.161,13.405,12.863,13.144,13.01,13.009,12.924,12.86,13.037,13.223,13.44,13.629,13.833,14.032,14.233,14.434,14.643
USA,meat_consumption_per_capita_2,22.496,22.795,24.06,23.746,24.054,23.708,22.144,21.903,23.541,24.075,23.414,22.988,23.581,23.726,23.522,22.925,22.636,23.265,22.654,22.914,21.851,20.86,20.885,21.408,21.172,22.706,22.883,22.893,23.246,24.002,23.983,23.878,23.793,23.725,23.85,23.924,23.961,23.903,23.861,23.833
VNM,meat_consumption_per_capita_2,8.147,7.731,8.857,9.226,9.972,10.38,10.698,10.972,11.547,12.271,13.646,14.302,15.608,16.836,21.186,21.07,23.812,23.294,25.071,27.278,26.871,27.192,27.708,28.666,29.652,29.843,30.27,30.508,31.399,25.953,25.017,25.927,26.819,27.735,28.639,29.563,30.843,31.976,32.381,32.72
ZAF,meat_consumption_per_capita_2,2.703,2.302,2.561,2.364,2.318,2.568,2.455,2.322,2.188,2.301,2.091,2.097,2.063,2.802,3.005,2.809,3.279,3.361,3.062,3.299,3.519,3.58,3.654,3.513,3.365,3.523,3.454,3.388,3.698,3.686,3.699,3.751,3.796,3.842,3.89,3.937,3.985,4.035,4.085,4.137
ARG,meat_consumption_per_capita_3,8.66,8.88,10.027,15.442,18.392,18.662,19.63,19.005,19.803,23.041,22.902,22.024,15.424,16.121,18.888,21.145,24.338,25.742,27.954,29.733,31.511,35.01,36.864,35.685,36.692,39.253,38.925,38.343,38.464,37.921,38.088,38.117,38.157,38.201,38.247,38.295,38.348,38.404,38.464,38.528
AUS,meat_consumption_per_capita_3,22.051,22.35,22.436,23.807,24.473,24.217,24.615,25.791,27.643,28.002,29.682,29.225,32.494,31.407,32.81,34.092,35.187,34.769,33.261,33.578,37.645,39.499,40.319,40.161,40.806,41.989,44.512,43.349,42.353,43.488,43.792,44.132,44.504,44.842,44.711,44.803,44.889,44.997,45.122,45.229
BRA,meat_consumption_per_capita_3,12.513,13.814,14.677,15.198,16.602,20.161,19.129,20.615,22.485,24.823,26.059,25.125,27.132,28.596,30.151,24.429,26.262,27.583,31.514,30.196,39.014,40.501,39.835,39.311,39.739,40.97,40.316,40.906,40.109,40.298,40.762,40.77,40.671,40.634,40.592,40.543,40.476,40.439,40.405,40.374
CAN,meat_consumption_per_capita_3,24.42,24.395,24.423,25.037,26.645,26.324,26.128,26.615,27.206,28.395,29.707,30.892,31.212,31.337,31.556,31.689,31.929,32.011,32.082,31.679,31.341,30.327,30.065,30.353,31.163,32.557,33.188,33.413,34.836,35.33,35.527,35.786,36.086,36.37,36.566,36.775,36.978,37.178,37.362,37.554
CHE,meat_consumption_per_capita_3,9.741,10.174,9.821,9.564,10.116,9.96,10.723,10.774,10.967,10.778,11.807,12.462,12.751,13.116,13.004,12.551,11.922,13.674,14.563,14.543,14.529,14.749,14.693,14.888,15.537,15.741,15.906,15.503,14.666,14.729,14.769,14.841,14.91,15.017,15.131,15.243,15.354,15.465,15.576,15.689
CHL,meat_consumption_per_capita_3,7.83,8.647,12.875,15.173,16.684,19.172,20.057,19.879,21.392,21.666,23.377,24.777,23.517,23.584,25.923,25.725,29.403,30.374,28.649,27.466,29.038,31.549,31.684,32.275,32.024,33.924,35.891,35.967,36.36,36.138,37.073,37.373,37.679,37.981,38.298,38.614,38.941,39.281,39.639,40.009
CHN,meat_consumption_per_capita_3,0.0,2.898,3.267,4.131,4.698,5.943,5.917,6.748,7.442,7.739,8.35,8.089,8.118,8.436,8.28,8.856,9.093,9.755,10.351,10.631,10.771,10.924,11.64,11.452,11.018,11.424,11.89,11.765,12.323,14.022,14.191,13.998,13.821,13.839,13.868,13.9,13.963,14.033,14.107,14.181
COL,meat_consumption_per_capita_3,7.666,9.787,10.294,11.086,12.229,13.397,11.311,10.467,11.913,11.541,11.697,13.609,14.483,14.821,15.012,16.151,17.781,19.133,20.599,20.572,21.392,21.367,21.956,24.744,26.051,27.072,28.3,29.509,30.669,31.281,31.704,32.316,32.772,33.325,33.899,34.471,35.119,35.617,36.181,36.764
EGY,meat_consumption_per_capita_3,4.17,4.558,4.654,4.745,5.049,5.62,5.729,7.201,6.982,7.566,7.494,7.682,9.013,8.173,7.591,7.618,8.185,9.074,8.241,8.924,9.24,9.573,9.978,11.375,11.944,11.624,11.614,12.154,10.812,11.108,11.243,11.39,11.542,11.7,11.866,12.036,12.214,12.398,12.588,12.781
ETH,meat_consumption_per_capita_3,0.0,0.0,0.0,0.592,0.571,0.552,0.538,0.524,0.518,0.507,0.497,0.64,0.675,0.61,0.556,0.488,0.505,0.503,0.514,0.513,0.577,0.527,0.576,0.574,0.371,0.108,0.113,0.115,0.115,0.112,0.113,0.112,0.111,0.11,0.109,0.108,0.108,0.109,0.109,0.11
